Number,Volume,Close Price,Timestamp
1,0,0.0,20240809
2,6,11.06,20240809
3,0,0.0,20240809
4,0,0.0,20240809
5,0,0.0,20240809
6,11,10.36,20240809
7,0,0.0,20240809
8,2,10.9,20240809
9,0,0.0,20240809
10,0,0.0,20240809
11,0,0.0,20240809
12,0,0.0,20240809
13,0,0.0,20240809
14,0,0.0,20240809
15,0,0.0,20240809
16,0,0.0,20240809
17,0,0.0,20240809
18,0,0.0,20240809
19,0,0.0,20240809
20,0,0.0,20240809
21,0,0.0,20240809
22,0,0.0,20240809
23,10,10.9,20240809
24,51,11.29,20240809
25,0,0.0,20240809
26,1,10.97,20240809
27,26,10.87,20240809
28,0,0.0,20240809
29,1,11.26,20240809
30,0,0.0,20240809
31,1,10.96,20240809
32,6,10.9,20240809
33,0,0.0,20240809
34,0,0.0,20240809
35,0,0.0,20240809
36,3,10.59,20240809
37,0,0.0,20240809
38,1,10.4,20240809
39,0,0.0,20240809
40,0,0.0,20240809
41,0,0.0,20240809
42,1,11.0,20240809
43,0,0.0,20240809
44,1,10.98,20240809
45,0,0.0,20240809
46,0,0.0,20240809
47,0,0.0,20240809
48,0,0.0,20240809
49,2,10.78,20240809
50,2,10.59,20240809
51,0,0.0,20240809
52,0,0.0,20240809
53,0,0.0,20240809
54,0,0.0,20240809
55,1,10.13,20240809
56,0,0.0,20240809
57,0,0.0,20240809
58,1,10.25,20240809
59,0,0.0,20240809
60,51,10.55,20240809
61,0,0.0,20240809
62,0,0.0,20240809
63,0,0.0,20240809
64,0,0.0,20240809
65,0,0.0,20240809
66,5,10.0,20240809
67,0,0.0,20240809
68,0,0.0,20240809
69,0,0.0,20240809
70,0,0.0,20240809
71,0,0.0,20240809
72,0,0.0,20240809
73,20,10.7,20240809
74,0,0.0,20240809
75,0,0.0,20240809
76,0,0.0,20240809
77,0,0.0,20240809
78,1,10.42,20240809
79,0,0.0,20240809
80,0,0.0,20240809
81,0,0.0,20240809
82,0,0.0,20240809
83,0,0.0,20240809
84,0,0.0,20240809
85,0,0.0,20240809
86,1,9.68,20240809
87,0,0.0,20240809
88,0,0.0,20240809
89,0,0.0,20240809
90,0,0.0,20240809
91,0,0.0,20240809
92,0,0.0,20240809
93,0,0.0,20240809
94,0,0.0,20240809
95,0,0.0,20240809
96,0,0.0,20240809
97,0,0.0,20240809
98,0,0.0,20240809
99,0,0.0,20240809
100,0,0.0,20240809
101,0,0.0,20240809
102,9,10.0,20240809
103,0,0.0,20240809
104,1,10.22,20240809
105,0,0.0,20240809
106,0,0.0,20240809
107,0,0.0,20240809
108,0,0.0,20240809
109,0,0.0,20240809
110,10,10.85,20240809
111,0,0.0,20240809
112,0,0.0,20240809
113,0,0.0,20240809
114,0,0.0,20240809
115,0,0.0,20240809
116,0,0.0,20240809
117,0,0.0,20240809
118,0,0.0,20240809
119,0,0.0,20240809
120,0,0.0,20240809
121,5,10.57,20240809
122,55,10.59,20240809
123,2,10.73,20240809
124,0,0.0,20240809
125,0,0.0,20240809
126,0,0.0,20240809
127,0,0.0,20240809
128,0,0.0,20240809
129,0,0.0,20240809
130,1,11.22,20240809
131,0,0.0,20240809
132,9,11.3,20240809
133,0,0.0,20240809
134,1,11.44,20240809
135,0,0.0,20240809
136,0,0.0,20240809
137,0,0.0,20240809
138,1,11.45,20240809
139,6,11.85,20240809
140,0,0.0,20240809
141,1,12.17,20240809
142,0,0.0,20240809
143,0,0.0,20240809
144,0,0.0,20240809
145,20,12.11,20240809
146,0,0.0,20240809
147,0,0.0,20240809
148,0,0.0,20240809
149,0,0.0,20240809
150,2,12.5,20240809
151,0,0.0,20240809
152,1,11.66,20240809
153,0,0.0,20240809
154,0,0.0,20240809
155,0,0.0,20240809
156,0,0.0,20240809
157,2,11.05,20240809
158,0,0.0,20240809
159,0,0.0,20240809
160,0,0.0,20240809
161,2,11.3,20240809
162,0,0.0,20240809
163,0,0.0,20240809
164,0,0.0,20240809
165,0,0.0,20240809
166,6,10.66,20240809
167,0,0.0,20240809
168,0,0.0,20240809
169,0,0.0,20240809
170,1,10.01,20240809
171,0,0.0,20240809
172,0,0.0,20240809
173,0,0.0,20240809
174,0,0.0,20240809
175,4,9.61,20240809
176,0,0.0,20240809
177,0,0.0,20240809
178,0,0.0,20240809
179,0,0.0,20240809
180,11,9.5,20240809
181,0,0.0,20240809
182,0,0.0,20240809
183,0,0.0,20240809
184,0,0.0,20240809
185,0,0.0,20240809
186,0,0.0,20240809
187,0,0.0,20240809
188,0,0.0,20240809
189,2,9.37,20240809
190,0,0.0,20240809
191,0,0.0,20240809
192,0,0.0,20240809
193,1,8.62,20240809
194,6,8.95,20240809
195,0,0.0,20240809
196,0,0.0,20240809
197,0,0.0,20240809
198,0,0.0,20240809
199,0,0.0,20240809
200,0,0.0,20240809
201,0,0.0,20240809
202,0,0.0,20240809
203,6,8.8,20240809
204,0,0.0,20240809
205,0,0.0,20240809
206,0,0.0,20240809
207,0,0.0,20240809
208,0,0.0,20240809
209,0,0.0,20240809
210,0,0.0,20240809
211,0,0.0,20240809
212,0,0.0,20240809
213,0,0.0,20240809
214,0,0.0,20240809
215,0,0.0,20240809
216,0,0.0,20240809
217,0,0.0,20240809
218,6,8.15,20240809
219,1,8.45,20240809
220,0,0.0,20240809
221,0,0.0,20240809
222,0,0.0,20240809
223,0,0.0,20240809
224,0,0.0,20240809
225,0,0.0,20240809
226,0,0.0,20240809
227,0,0.0,20240809
228,0,0.0,20240809
229,0,0.0,20240809
230,0,0.0,20240809
231,0,0.0,20240809
232,0,0.0,20240809
233,0,0.0,20240809
234,1,8.55,20240809
235,0,0.0,20240809
236,0,0.0,20240809
237,0,0.0,20240809
238,0,0.0,20240809
239,0,0.0,20240809
240,1,8.6,20240809
241,0,0.0,20240809
242,0,0.0,20240809
243,0,0.0,20240809
244,0,0.0,20240809
245,0,0.0,20240809
246,0,0.0,20240809
247,100,9.9,20240809
248,2,9.66,20240809
249,0,0.0,20240809
250,7,9.42,20240809
251,0,0.0,20240809
252,1,9.61,20240809
253,0,0.0,20240809
254,0,0.0,20240809
255,0,0.0,20240809
256,0,0.0,20240809
257,0,0.0,20240809
258,0,0.0,20240809
259,0,0.0,20240809
260,1,9.01,20240809
261,0,0.0,20240809
262,0,0.0,20240809
263,0,0.0,20240809
264,5,9.19,20240809
265,0,0.0,20240809
266,0,0.0,20240809
267,0,0.0,20240809
268,0,0.0,20240809
269,0,0.0,20240809
270,1,9.13,20240809
271,1,9.15,20240809
272,0,0.0,20240809
273,0,0.0,20240809
274,0,0.0,20240809
275,0,0.0,20240809
276,0,0.0,20240809
277,0,0.0,20240809
278,0,0.0,20240809
279,7,9.63,20240809
280,4,9.7,20240809
281,0,0.0,20240809
282,10,10.07,20240809
283,0,0.0,20240809
284,5,9.94,20240809
285,1,10.04,20240809
286,0,0.0,20240809
287,0,0.0,20240809
288,4,10.06,20240809
289,1,10.17,20240809
290,1,10.17,20240809
291,5,10.48,20240809
292,0,0.0,20240809
293,2,10.29,20240809
294,1,10.21,20240809
295,1,10.5,20240809
296,3,10.31,20240809
297,0,0.0,20240809
298,1,9.7,20240809
299,0,0.0,20240809
300,1,10.1,20240809
301,0,0.0,20240809
302,0,0.0,20240809
303,2,10.12,20240809
304,5,10.26,20240809
305,101,10.01,20240809
306,1,9.54,20240809
307,0,0.0,20240809
308,1,9.29,20240809
309,0,0.0,20240809
310,1,9.1,20240809
311,0,0.0,20240809
312,0,0.0,20240809
313,2,9.19,20240809
314,0,0.0,20240809
315,3,8.78,20240809
316,0,0.0,20240809
317,0,0.0,20240809
318,1,8.8,20240809
319,0,0.0,20240809
320,0,0.0,20240809
321,0,0.0,20240809
322,4,8.1,20240809
323,0,0.0,20240809
324,1,8.25,20240809
325,0,0.0,20240809
326,0,0.0,20240809
327,0,0.0,20240809
328,0,0.0,20240809
329,2,8.08,20240809
330,0,0.0,20240809
331,0,0.0,20240809
332,0,0.0,20240809
333,5,8.92,20240809
334,0,0.0,20240809
335,0,0.0,20240809
336,0,0.0,20240809
337,0,0.0,20240809
338,1,9.07,20240809
339,0,0.0,20240809
340,0,0.0,20240809
341,0,0.0,20240809
342,0,0.0,20240809
343,10,8.85,20240809
344,0,0.0,20240809
345,0,0.0,20240809
346,0,0.0,20240809
347,5,9.93,20240809
348,0,0.0,20240809
349,0,0.0,20240809
350,0,0.0,20240809
351,0,0.0,20240809
352,0,0.0,20240809
353,10,8.81,20240809
354,3,8.72,20240809
355,1,8.52,20240809
356,0,0.0,20240809
357,0,0.0,20240809
358,0,0.0,20240809
359,1,8.07,20240809
360,0,0.0,20240809
361,0,0.0,20240809
362,0,0.0,20240809
363,0,0.0,20240809
364,0,0.0,20240809
365,0,0.0,20240809
366,0,0.0,20240809
367,1,7.75,20240809
368,0,0.0,20240809
369,0,0.0,20240809
370,1,7.74,20240809
371,2,7.5,20240809
372,0,0.0,20240809
373,1,7.8,20240809
374,0,0.0,20240809
375,1,8.12,20240809
376,2,7.85,20240809
377,1,8.16,20240809
378,3,8.43,20240809
379,3,8.35,20240809
380,4,8.88,20240809
381,102,9.3,20240809
382,0,0.0,20240809
383,0,0.0,20240809
384,1,8.64,20240809
385,7,8.26,20240809
386,100,8.36,20240809
387,1,8.47,20240809
